author,url,text
Sibusiso Mdlalose,https://www.isolezwe.co.za/ezemidlalo/ezinye-ezemidlalo/2026-05-05-ikruger-izibophezela-ukuqoqa-amaphuzu-nakuba-isingompetha/,"Isithombe UMDLALI wasesiswini kwiKruger Untied, uCelimpilo Ngema, obambe iqhaza elikhulu empulelweni yaleli qembu eselingompethea beMotsepe Foundation Championship UMDLALI wasesiswini kwiKruger United, uCelimpilo “Zidane” Ngema, utusa ukuzikhandla nokusebenza ngokubambisana njengekhubalo lokunqoba isicoco seMotsepe Foundation Championship kwaleli qembu elizogijima kwiBetway Premiership ngesizini ezayo. Yize kusasele imidlalo emibili kusongwe isizini ka-2025/26 yeChampionship, iKruger isivele iyiwinile iligi yalesi sigaba. Iqede ukuqagela ngombango weligi ibhaxabula iBlack Leopards ngo 3-1 ngoMgqibelo KaNyamazane Stadium, KaNyamazane. UNgema (28) waseThubalethu, eMelmoth, ngomunye wabadlali ababambe iqhaza elikhulu empumelelweni yeKruger ayijoyine esuka kuMaZulu ekuqaleni kwesizini. “Ukuzikhandla kwethu nokusebenza ngokubambisana njengabadlali beqembu kugcine kuthela izithelo. Ngakho sonke sithokozile ngokuthi sigcine sikwazile ukufeza umgomo wethu ebesizibekele wona kule sizini obekuyikho ukulwela ukuwina iligi,” kusho uNgema. Lo mdlali oyinjini yasesiswini, ohlukane naMaZulu esedlale amasizini amabili kuwona ubalwa nabadlali abadlale kwiPremiership okubalwa kubona uTercious Malepe, Morne Nel, Wandisile Letlabika, Sipho Sibiya noNtsako Makhubela. “Ukukhushulelwa kwiBetway Premiership kweqembu kusho lukhulu kimina ngoba kunginika elinye ithuba engilithatha njengethuba lesibili lokuthi ngibuyele ekudlaleni esigabeni seBetway okuyisigaba esifiswa yiwo wonke umdlali odlala ibhola elikhokhelayo. Ngizimisele ukulibamba ngazo zombili leli thuba, ngiqhubeke nokuzimisela,""kusho uNgema. IKruger ivule igebe lamaphuzu ayisishiyagalombili phakathi kwayo neMilford FC esendaweni yesibili ngawu-50. Izodlala neGomora United eMalamulele Stadium, eMalamulele, ngeSonto ngo-3 ntambama. Emdlalweni wokugcina izodlala ne-The Bees ekhaya. “Nakuba sesazi ukuthi singompetha beligi kodwa sisazoqhubeka sidlale ngokuzimisela nakule midlalo emibili esisalele, siziqophele owethu umlando ngokuqeda isizini ngamaphuzu amaningi.” usho kanje uNgema. Ngesizini edlule iDurban City inqobe iligi yeMotsepe Championship ngamaphuzu awu-58, kanti iKruger isethubeni lokwedlula irekhodi lamaphuzu awu-62 leThanda Royal Zulu eyanqoba ngawo isicoco seChampionship ngesizini ka-2016/17."
Charles Khuzwayo,https://www.isolezwe.co.za/ezokungcebeleka/osaziwayo/2026-05-02-uwafawafa-emqhudelwaneni-wosomahlaya-bakuleli/,"YINGXENYE yosomahlaya bakuleli abadlana imilala kwi-13th Savanna Comics' Choice Comedy Awards eThe Lyric Theatre eGold Reef City  ngo-8 ebusuku NAMHLANJE kuzolalwa sekwaziwa ukuthi yibaphi osomahlaya abayizintandokazi kuleli njengoba kumenyezelwa abanqobe kwi-13th Savanna Comics' Choice Comedy Awards eThe Lyric Theatre eGold Reef City eGauteng ngo-8 ebusuku. Uhlelo lwalo mcimbi, oteketiswa nge-It's a Family, luzobe luphethwe ngumndeni wakwaGoliath, okungoJason Goliath, Donovan Goliath, Nicholus Goliath noKate Goliath. Kosomahlaya abazobe behlekisa bededelana ngoTumi Morake, Lindy Johnson, Khanyisile Ngwenya, Mbali Gudazi, Summary noConrad Koch ozobe ehambisana noChester Missing. Usomahlaya waseMpangeni uCeleste uqokwe emunxeni weHeadliner of the Year Award lapho eqokwe khona noDillan Oliphant, Kagiso KG Mokgadi, Mpho Popps noSkhumba Hlophe. Uphinde waqhathwa noSifiso Nene, Mpho Popps, Kagiso KG Mokgadi noDillan Oliphant emunxeni weComedian of the Year Award. Igama likaCeleste libuye latonyulwa kwiBest Comedy Festival or Show Award njengoba engene ngomcimbi wakhe iCeleste Ntuli and The Big Dudes. Eminye imicimbi eqokiwe ngowe-Armchair Comedy, Bioscope Sundays, Ground Culture Comedy neJive Funny Championship. KwiBest Solo Show Award kuqokwe uChester Missing, Dillan Oliphant, Khanyisa Bunu, Prins noSifiso Nene. KwiJoe Mafela Award kutholene phezulu uMashabela, Siya Seya, Skhumba Hlophe, Summary noTT Phasha ekubeni kwiBeyond the Mic Award kubhaxulana oKagiso Lediga, Lazola Gola, Trevor Gumbi noTumi Morake. Umunxa okushube kakhulu kuwo oweThe Legacy Award lapho kubambene khona uDavid Kau, Kagiso Lediga, Loyiso Gola, Skhumba Hlophe noTrevor Gumbi. Abaqokwe kwiComedic Content Award kududulana uChester Missing, Dillan Oliphant, Kagiso KG Mokgadi, Tsitsi Chiumya noVafa Naraghi kanti koweBreakthrough Act of the Year Award kuboshelwe uChuma Bentele, Dakes, Linde Sibanda, Mbali Gudazi noPanch Gasela."
Fanelesibonge Bengu,https://www.isolezwe.co.za/ezokungcebeleka/osaziwayo/2026-05-12-isasasa-ngosaziwayo-kwicomrades-marathon-ka-99/,"NGESIKHATHI amehlo amaningi ebheke ukubona ukuthi ubani ozodla umhlanganiso emjahweni iComrades Marathon ezogijinywa isuka eThekwini iya eMgungundlovu ngenyanga ezayo, abanye bazojatshuliswa ukuzithela phezu kobuso ababujwayele. IComrades yanonyaka, okuzoba ngeka-99, izoba mhla ka-14 Juni. Emjahweni wokugcina owawunyuka ngo-2024, kwabesifazane kwanqoba uGerda Steyn okungangatshazwa ukuthi uyintandokazi nakulokhu. Kwabesilisa intambo yashaywa wuPiet Wiersma emuva kokuthi owayebhekiwe uTete Dijana abanjwa ngamajaqamba. Baningi abagijimi ababheke ukuphosela uGerda noPiet inselelo kulokhu. Kwabesilisa uTete nakanjani uzobe ekhona kanjalo nomgijimi wamabanga amade ophethe amarekhodi amaningi, u-Aleksandr Sorokin, waseLithuania useqinisekisile ukuthi uzogijima iComrades okokuqala. Nokho amanye amehlo azobe efuna ukubona ukuthi yibaphi abantu abaziwayo abazobe begijima. Umculi uMandisi Dyantyis ungomunye wabasohlwini lwabazobe begijima iComrades yanonyaka ebe engaqali. Muva nje uqede i-Two Oceans Marathon engu-56km ngesikhathi esinu-04:49:21. Omunye umculi osebalwa nezingqwele njengoba ene-green number (etholwa ngabaqede imijaho engu-10 kuya phezulu njengoba yena eseqede ka-13), uKabelo Mabalane wodumo lwe-TKZee, uyavela kwabangenele. Le nsizwa eseyashintsha impilo yayo yabuye yamukela nobizo lokuba uMfundisi. Muva nje ezinkundleni zokuxhumana ubesematheni ebonakala enandisa esiteji abantu bencoma ukungarobhi kwakhe abalandeli ngenxa yokucula enganyakazisi umlomo kuphela. Omunye osendimeni yomculo novivela umjaho wakhe wokuqala nguSabelo Ngema oyilungu leqembu i-Afro Soul. Uhlale enekela abalandeli bakhe ezinkundleni zokuxhumana ukuthi uthando lokugijima lwasukaphi futhi ukuzilolonga kuhamba kanjani. Uzakwabo agijima naye uDJ Nzwiri oklwebha amapuleti futhi obuye alunguze njengomlingisi kuZalo nakuMalanga Awafani yena uphoqeleke ukuhoxa ngenxa yokulimala. Ulimale esezibekisele indawo ngomjaho iCosmos 3-in-1 eyayiseSecunda ngoMashi. Usomabhizinisi odume nangokushaya isibhakela owake wangena eringini nomrepha uBig Zulu, ubhalisiwe kwabangenele lo mjaho ozoba ngu-85.777km. Emuva kokushaya uBig Zulu ulandele ngomlingisi wodumo lweSkeem Saam u-Pholoso Mohlala wabe esephosela inselelo uNaak Musiq. Ngempelasonto uqede iDurban International Marathon ebisuka eProspecton yaphelela ePeople’s Park eMoses Mabhida Stadium ngo-4:11. Kuyona iDurban International Marathon bekugijima nomsakazi weGagasi FM ongumfowabo kaZakes Bantwini, uHeazy Madida. Uyisebenzise ukuvivela iComrades yakhe yokuqala. Uzobe esemgwaqeni nozakwabo kwezokusakaza uClement Manyathela we-702 odume ngokupheka ngemibuzo osopolitiki. Kuzobe kungokwesibili uClement egijima njengoba ngo-2024 aqeda ngo-09:59:40. Osopolitiki ababhalisile nguSihle Zikalala oyiPhini likaNgqongqoshe wezemiSebenzi yoMphakathi. UZikalala uziqeqesha ngokuzikhandla njengoba esanda kuqeda neTwo Oceans eKapa. Ngempelasonto ugijime u-10km wabe eseseka abanye abagijimi kwiDurban International. Ngo-2024 wagcina enyulile esebhalisile. Bakhona nabanye osopolitiki abazobe bengaqali ukugijima iComrades okungoMakashule Gana weqembu iRISE Mzansi noDavid Masondo oyiPhini likaNgqongqoshe wezeziMali. USabelo Ngema nozakwabo agijima nabo uMorgan Shandu (kwesokunxele) noDJ Nzwiri (kwesokudla)"
Mhlengi Shangase,https://www.isolezwe.co.za/izindaba/2026-05-07-ikhwelo-lokuthi-kubikwe-ukuhlukunyezwa-kwezingane/,"Uthishanhloko waseSizanani Primary School eDube, eSoweto, uGugu Mdlalose ozimisele kakhulu ekufundiseni izingane ngokutshala imifino njengoba simbona lapha nezingane zesikole. Image: Dumisani Sibeko KUHLATSHWE ikhwelo lokuthi kubikwe izehlakalo zokuhlukunyezwa kwezingane emakhaya kanjalo nasezikoleni njengoba kwanda ukukhulelwa kwazo zisencane. Leli khwelo lenziwe yizinhlaka ezehlukene izolo, ngesikhathi kwethulwa umkhankaso wokuvikelwa kwezingane enkundleni yemidlalo iMangosuthu eDumbe, enyakatho yaKwaZulu-Natal. UNksz Neliswa Cekiso ongumqondisi wophiko lokuvikelwa kwezingane eMnyangweni wokuThuthukiswa koMphakathi, uthe izibalo ziveza ukuthi angaphezu kuka-3 000 amacala okuhlukunyezwa kwezingane kusuka ekoteni yokuqala kuya kweyesithathu onyakenimali u-2025/2026. ""Sikhathazekile ngokudlwengulwa kwezingane ezingaphansi kweminyaka engu-16 ezigilwa abantu abadala. Sikhathazeke kakhulu nangezingane ezilalana zodwa, ezingaphansi kweminyaka engu-16. Yingakho kubalulekile ukuthi sibambisane ekulweni nalesi sihlava,"" usho kanje ekhuluma neNewzroom Afrika izolo, kwethulwa lo mkhankaso. Uthe bakhathazekile ngokukhulelwa kwezingane zisencane kuleli kanjalo nasesifundeni iZululand. Ngokwezibalo zeNational Child Protection Register, zekota yokuqala yonyakamali u-2025/2026 kuya kweyesithathu, angu-8 984 amacala abikwa okuhlukunyezwa kwezingame. UNksz Cekiso uthe banezinhlelo zokufundisa abazali ukuze baqaphe ngelokhozi izingane zabo. ""Abanye abazali abakwazi ukusheshe babone uma izingane zabo zihlukunyeziwe. Yingakho sinezinhlelo zokubacija ukuze bakwazi ukusheshe babheke le nkinga."" Izibalo zoMnyango wezobuLungiswa ziveze ukuthi andile amacala okudlwengulwa kwezingane esuka ku-127 aya ku-199 onyakenimali u-2025/2026. UNksz Cekiso ukhale nangotshwala athe bunomthelela ekutheni kuhlukunyezwe izingane. ""Abahlukunyezwayo ababike enambeni yeChildline ethi-116 (mahhala). Uma kukhona ohlukunyezwayo ekhaya okungaba umama kungabikwa enombolweni yokulwa nesihlava sokuhlukunyezwa esikhungweni i-GBV, ethi: 0800 428 428. Ababikayo bazolulekwa ngokumele bakwenze baphinde badluliselwe ezinhlakeni ezifanele ukuze basizakale."" Kuzokhumbuleka ukuthi othisha, othishanhloko, abahlengikazi, osonhlalakahle, odokotela kanjalo nanoma imuphi umuntu osebenza ngezingane, bayalelwa ukuthi babike uma kunengane engaphansi kuka-16 ekhulelwe. Laba bayalelwa ukuthi babike emaphoyiseni ukuze kuphenywe, kuboshwe labo abakhulelisa lezi zingane."
Fanelesibonge Bengu,https://www.isolezwe.co.za/ezemidlalo/ezezimoto/2026-05-12-uhla-lwezinkampani-ezidayise-izimoto-eziningi-ngo-ephreli/,"KWA-TOYOTA badayise amaCorolla Cross, akhiwa eThekwini, angu-1 144 ngo-Ephreli BAYACHICHIMA yinjabulo abasembonini yezimoto kulandela ukunyuka kwesibalo sezintsha ezidayiswe ngo-Ephreli uma kuqhathaniswa nenyanga efanayo ngonyaka odlule. Ngokwezibalo ezikhishwe yi-naamsa, zibe ngu-47 979 izimoto ezintsha ezithengiwe. Lesi yisibalo esikhulu sango-Ephreli kusuka ngo-2013. Sinyuke ngo-5 512 uma kuqhathaniswa no-42 467 owadayiswa ngo-Ephreli nyakenye. Ngesikhathi isibalo sezimoto ezidayise kuleli sinyukile, esezidayiswe ngaphandle sehle ngo-4.0% zaba ngu-30 939 zisuka ku-32 229 ngo-Ephreli nyakenye. I-naamsa ithe izibalo zango-Ephreli zikhombisa umfutho oqale ezinyangeni ezedlule nokuba ngcono kwezimo zokuthenga kodwa konke lokhu sekubhekene nezingqinamba zokunyuka kwentengo kaphethroli, ukwehla kwamandla emali okulindelekile kanjalo nokubuyekezwa kwenzalo yemalimboleko. Isazi sezomnotho kwaWesBank, uThanda Sithole, sithe imiphumela yango-Ephreli iyagqugquzela. “Lokhu kunyuka kwezibalo bekusabalele ngoba kwenzeke ezimotweni ezincane, amaveni nezokuthutha impahla kanjalo namaloli amakhulu,” kusho uSithole. USihlalo wenhlangano yamagaraji adayisa izimoto iNational Automobile Dealers’ Association (NADA), uBrandonn Cohen, ujabulele izibalo wathi bekuyinyanga ebigcwele amaholidi nezinxushunxushu zase-Middle East. “Bekukholakala ukuthi konke lokhu kanjalo nokunyuka kwentengo kaphethroli kuzokwehlisa umdlandla wabantu emakethe. Akwenzekanga. Izimoto ezincane zibe ngu-34 414 nokuwukunyuka ngo-14.3% uma kuqhathaniswa nesikhathi esifanayo ngonyaka odlule ngesikhathi ama-light commercial vehicle enyuke ngo-9.7% kuno-Ephreli 2025. Kuyajabulisa nokuthi kunyukile nakumaloli aphakathi namakhulu njengoba aphakathi anyuke ngo-10.5% kwathi amaloli namabhasi anyuka ngo-9.9%” Izinkampani ezingu-15 ezidayise kakhulu izimoto ezintsha ngo-Ephreli. Kwesokunxele ngezidayiswe kuleli kutii kwesokudla kube ngezidayise ngaphandle"
Mthokozisi Mncuseni,https://www.isolezwe.co.za/ezemidlalo/ibhola/2026-04-26-ichiefs-inyomfe-izinhlelo-zepirates-zesicoco-seligi/,"ABADLALI beKaizer Chiefs nabe-Orlando Pirates bephakanyelwa yimimoya ngesikhathi kuqhubeka umdlalo wabakhaya ngeSonto e-FNB Stadium, eNasrec Orlando Pirates (0) 1 KUFANE nokuthi iKaizer Chiefs ifaka usawoti esilondeni se-Orlando Pirates kulandela ukuyiphazamisa ngomphumela ka 1-1 weBetway Premiership ovune iMamelodi Sundowns embangweni wesicoco seligi. IChiefs ivule inkundla ngegoli likaPule Mmodi esiwombeni sesibili kodwa walinganisa eduze uKamogelo Sebelebele emdlalweni obungeSonto ntambama, e-FNB Stadium, eNasrec. Ngaphandle kokulimala kukaTshepang Moremi akukho okutheni okwenzeke esiwombeni sokuqala salo mdlalo oqale ulindelwe ngabomvu. IPirates iyona ebifika kaningi kuvalwe amehlo ezintini zeChiefs kodwa kunqabe uBrandon Petersen obala ukhasha esiwombeni sokuqala nakwesesibili. UMoremi, okungangatshazwa ukuthi uzohamba noHugo Broos (obekhona enkundleni) kwiNdebe yoMhlaba, akazange asiqede isiwombe sokuqala ngenxa yokulimala indawo yakhe yathathwa nguPatrick Maswanganyi. Ngaphandle kokubona uMoremi ethinteka kufanele ukuba uBroos ubuqaphelile ubuqhawe bukaPetersen, owakhinyabezwa wukugula ngaphambi komdlalo wabakhaya wangasekupheleni kukaFebhuwari, endleleni yakhe eyayibheke kwiBafana. Emuva komdlalo uPetersen utshele abakwaSuperSport ukuthi yize eyicabanga indaba yeBafana neNdebe yoMhlaba kodwa okusemqoka kuyena wukusiza iChiefs. “Ngifikelwa ngumunyu ukuthi ngiqokwe njengomdlali ovelele namuhla ngoba ngiphuma ebunzimeni kulezi zinyanga ezedlule,” kusho uPetersen. “Ngijabule ngendlela engidlale ngayo kodwa okumnandi nakakhulu wukusiza iChiefs. OkweBafana kuzozenzekela uma ngiqhubeka nokwenza kahle kwiChiefs.” Igoli leChiefs likaMmodi lakhiwe nguWandile Duba kwathi elePirates likaSebelebele lakhiwa nguDeon Hotto. Ukudlala ngokulingana kwePirates kukhulula iSundowns esele ngomdlalo owodwa kuleli qembu laseSoweto."
Zimbili Vilakazi,https://www.isolezwe.co.za/izindaba/2026-05-13-abusehli-ubuthongo-kowalahlekelwa-yindodana/,"NKOSINATHI Emmanuel Mzobe USEZE wonda nasemzimbeni owesifazane waseMthebeni, eNdwedwe, kulandela ukuphela kwezinyanga kwanyamalala indodana yakhe eyayisebenza njengonogada enkampanini yezimoto ezithwala imali. Ngokusho kukaNkk Joyce Mhlongo, indodana yakhe, uMnuz Nkosinathi Emmanuel Mzobe (36) yalahleka ngoDisemba 24 nyakenye. Elandisa ngesehlo uthe kwakungemuva kukaKhisimusi, ethola ucingo kowesifazane angamazi, owazethula njengesinqandamathe sikaMzobe, wathi umphathele umyalezo wokuthi ulahlekile. “Wangitshela ukuthi ufonelwe abangani bakhe (uMzobe), bemazisa ukuthi umjondolo wakhe osezakhiweni zase-Uganda eSiphingo, sekuphele izinsuku uvaliwe. Uthe owesifazane wamtshela ukuthi abangani bamtshela ukuthi bona bamgcine ngoDisemba 24, 2025, kade behleli naye khona e-Uganda,” kusho uNkk Mhlongo. Uqhube wathi waya khona ngakusasa, bahamba nowesifazane bayobika ngomuntu odukile emaphoyiseni aseSiphingo agcina ebadlulisela kwawaseMlaza, nokuyilapho bagcina bebika khona ngempumelelo. Uveze ukuthi abangani, athe wawanikwa amagama abo, abakaze bamthinte ukuze baziveze emndenini ukuthi babazana noMzobe. “Ngikhathazwa nawukuthi kungani bengezanga bazochaza ukuthi waphelelaphi njengoba kuyibo ababegcine ukubonakala naye,” usho kanje. Ukhale ngendlela amaphoyisa asingethe ngayo udaba, ethi wagcina kunezinhlelo zokuthi amaphoyisa azohloma imibuzo isinqandamathe kanjalo nabo abangani, okwagcina kungenzekanga. Uphinde wakhala ngokungalukhombisi uzwelo ephoyiseni elajutshwa ukuthi liphenye udaba. “Sagcina sesingasaboni ngaso linye, selingisola ngokuthi ngilifundisa umsebenzi walo uma nginemibuzo ngophenyo. Lokhu kwangizwisa ubuhlungu ngoba alibukhombisanga ubuntu, futhi alizange libe nesihe kimina ngingowesifazane ophithanelwe yikhanda ngokulahlekelwa yindodana ngendlela engaqondakali,” kusho uNkk Mhlongo. Uthe nangesikhathi sekushintshe uhlelo lokuthi ngeke abahlanu besaphoswa imibuzo, yena akaze aziswe ngalolo guquko. Uthe bekusinda kwehlela nangesikhathi kufanele kuyiwe emakhazeni kahulumeni ezindaweni ezehlukene, ukuyocinga ukuthi isidumbu sikaMzobe asikho yini kulezo ezisuke zilethiwe kuthiwa ezabangaziwal. Ubuye wathi umphenyi ubevele angabi khona, akhale ngokuba matasatasa ngamanye amacala abalulekile, yena agcine ezihambela yedwa. “Abasemakhazeni bebeze bangitshele ukuthi akuvumelekile ukuthi ngize ngedwa, kufanele ngiphelezelwe umseshi. Ngangisemakhazeni asePhoenix ngesikhathi umseshi efonelwa osebenza khona, wamtshela ukuthi umatasa yena,” usho kanje. Udalule ukuthi okunye  akuthola wukuthi emsebenzini wayegcine ngoDisemba 23, kanti ngakusasa wavuka waya emagaraji adayisa izimoto, ngenhloso yokuthenga eyodwa, ayezoza ngayo ekhaya. “Umzala wakhe okwathi uma esethola ukuthi ulahlekile, naye wathuka wacishe woma ethi ubenaye kanye nesinqandamathe sakhe ngesikhathi eyobheka imoto ayezoyithenga,” usho kanje. Uthe ngesikhathi sekugqekezwa emjondolo wendodana yakhe, akukho okusolisa ukuthi yahlaselwa phakathi, izimpahla zayo eziningi zazikhona futhi zihleli kahle. “Ngisho nomfaniswano wakhe womsebenzi wawukhona,” kusho uNkk Mhlongo. Uthe iselula yayilokhu ivalekile uma bezama ukuyifonela kodwa abakuqaphelayo wukuthi akhona amalungu omndeni athunyelwa imiyalezo engaqondakali emva kukaKhisimusi. “Sisola ukuthi kwakungabantu abase beyithathile iselula yakhe,” kusho uNkk Mhlongo, othe lonke lolu lwazi waludlulisela emaphoyiseni kodwa akukho akwenza ngalo. Uthe akangabazi ukuthi kukhona okubi okwehlela indodana yakhe kwazise yayingesiye umuntu ovele asuke anyamalale nje. “Ukunyamalala kwakhe kunesandla somuntu. Ngangifisa ukuthi amaphoyisa abathathe laba abahlanu ayobaphosa imibuzo, mhlawumbe ukhona umkhondo ongavela. Ngiphatheke kabi ngokungalutholi usizo ngokunyamalala kwengane yami. Bengimkhulu ngomzimba, sengize ngancipha ngaba mncane,” kusho uNkk Mhlongo. Unxuse noma ubani ongaba nolwazi abikele amaphoyisa aseduze ngoba unesifiso sokuthola ithambo lendodana yakhe ukuze azidelise. Uthe indodana inendodakazi (14) abaqale bayifihlela ukuthi uyise udukile, nokho bagcina beyitshela, bebona kuhamba isikhathi bengawutholi umkhondo."
Zakhele Xaba,https://www.isolezwe.co.za/ezemidlalo/ibhola/2026-03-23-ibucs-ithumele-umyalezo-kwidowns-ngoweligi/,"IQHAWE le-Orlando Pirates, uRelebohile Mofokeng, lijabula nozakwabo emuva kokushaya elinye lamagoli amathathu ngesikhathi bexebula iTS Galaxy emdlalweni weBetway Premiership eMbombela Stadium, eNelspruit, izolo Image: Isithombe:BACKPAGEPIX I-ORLANDO Pirates yesule izinyembeni umqeqeshi, u-Abdeslam Ouaddou, ibhubhudla iTS Galaxy emdlalweni weBetway Premiership eMbombela Stadium, eNelspruit, ngeSonto. Amagoli eZimnyama ashaywe nguRelebohile Mofokeng (amathathu), Tshepang Moremi, Kamohelo Sebelebele noMlungisi Mbunjana okube wumkhonto ogwaze ekhaya. Ngalokhu, iPirates yehlise iMamelodi Sundowns ezicongweni se-log yePremiership, yavula igebe lephuzu. Ukunqoba kwePirates nokushaya kwayo amagoli ayisithupha kuyinselelo kumaBrazilians abedlala oweCaf Champions League. ISundowns sekufanele ikhokhe isikweletu ngokuqoqa amaphuzu, enyuse nesibalo samagoli. Akubuzwa ukuthi ukuwina ngale ndlela kweZimnyama kwesula izinyembezi u-Ouaddou ubekhihla esikaNandi ngokuyeka amathuba kwabadlali bakhe kwazise kungenzeka kugcine sekubalwa amagoli ekugcineni. ""Lena yimpendulo ebheke kubantu abangabaza ukuzinikela kwabadlali. Ngihlala ngisho ukuthi akekho eqenjini lami ongena enkundleni efuna ukuhlulwa noma adlale ngokulingana. Sithumela umyalezo oshubile wokuthi akukapheli ngathi futhi sizolwa kuze kube sekugcineni,"" kusho u-Ouaddou emuva komdlalo. Kulo mdlalo, iPirates ihlasele zibekwa, yathola igoli ngomzuzu wesine ngesikhathi u-Oupa Motaung weGalaxy edlalisa kabi uMoremi ngaphandle kwebhokisi eseyobhekana nonozinti, wathola ikhadi elibomvu. I-free kick edaleke lapho uyibeke phakathi uMofokeng. Emuva kwalokho, iPirates ibisiphungwa ngezithebe. Sekusele imizuzu emine kuyiwe ekhefini, uMoremi ushaye phakathi ibhola ebelisuka kwikhona kaDeon Hotto. Leli goli lelanywe wumkhonto ogwaze ekhaya kaMbunjana obethi uphasela unozinti wakhe. Esiwombeni sesibili, iPirates iqhubeke lapho ibigcine khona, uMofokeng eshaya igoli lesibili emuva kwemizuzu eyisishiyagalombili. Ngomzuzu ka-64, uSebelebele uqobele phakathi elesihlanu, lalandelwa ngelikaMofokeng emuva kwemizuzu emine."
Nonkululeko Nhlapo,https://www.isolezwe.co.za/izindaba/2026-05-15-bayavela-abangu-11-ababanjwe-epulazini-elikhiqiza-izidakamizwa/,"Amaphoyisa athole iziza zokukhiqiza izidakamizwa Abasolwa abayishumi nanye kulindeleke ukuba bavele okokuqala eNkantolo yeMantshi yaseSwartruggens, namhlanje. Laba babhekene namacala ahlobene nokukhiqiza izidakamizwa, ukutholakala nezinsimbi eziyigugu ngokungemthetho, ukutholakala nempahla eyingozi kanye nokwephula uMthetho wokufika kwabantu bokufika. Lokhu kulandela umkhankaso wezobunhloli owenziwe yiNhloko yeCrime Intelligence, ihhovisi lenhloko uezobugebengu obuhleliwe, kanye neDirectorate for Priority Crime Investigation (DPCI) South African Narcotics Enforcement Bureau (SANEB)  kanye nabanye ababambiqhaza okuholele ekuboshweni kwabasolwa abayishumi nanye (11) abaxhumene necala lokukhiqiza izidakamizwa ngoMeyi 13. Lo msebenzi uholele ekutholakaleni kwesikhungo esikhulu sokukhiqiza izidakamizwa esingekho emthethweni okukholakala ukuthi siyabandakanyeka ekukhiqizeni i-methamphetamine."
Charles Khuzwayo,https://www.isolezwe.co.za/ezokungcebeleka/osaziwayo/2026-05-03-ubongani-fassie-ukhuza-ibuya-emculweni/,"UBONGANI Fassie usengene emculweni wegqom' INDODANA yesihlabani yomculo we-Afro pop, uBrenda ""Mabrrr"" Fassie, singene emculweni wokujuxuza wesimanje obizwa ngokuthi igqom'. UBongani Fassie uzokhipha icwecwe elisihloko sithi Skomline ngoMeyi 8. Uthe ngale EP uhlose ukuvezela umphakathi ukuthi usezelwe kabusha futhi usezilungisile izindlela zakhe ebezingaqondile. UBongani uthe kumsizile ukushaywa wumoya kule ndima ngoba kumnikeze ithuba lokuyolanda amandla, umfutho nokuzivuselela. ""Lo msebenzi uyimi, sengibuye ngokugcwele ekubeni yimi ngaphandle kokwesaba, izihibe nemvume yamuntu. Akusiyo nje i-EP kodwa umlayezo."" Uthe okumenze wakhuza ibuya ngomculo owasungulwa kwelikaMthaniya yingoba efuna ukwethulela isigqoko iKwaZulu-Natal. Uthe noma kunjalo akakhohliwe neze ukuthi ungumnsinsi wokuzimilela elokishini lakwaLanga, eWestern Cape. UBongani uthe wenze le ngoma ethi Skomline ngenhloso yokubungaza abantu balapho edabuka khona. Ngaphandle kwegqom' ubuye wahlanganisa nohlobo lomculo wamapiano, Afro tech, barcadi, hip-hop neR&B. Lo mculi waqala ukuzakhela kakhulu udumo esavela kuma-video kanina esemncane. Esekhulakhulile uBongani wabe esecula i-Afro pop nendodana kaChicco Twala, uLongwe besazibiza ngeNew Age. Waphinda wabuya esenza i-hip hop sebezibiza ngeJozi. Emuva kwalokho wabe esevela ngezindaba ezimbi emaphephandabeni nasezinkundleni zokuxhumana, ethinteka ekubeni umlutha wezidakamizwa."
